accession,protein_pathway,protein_dcid
HMDBP10844,dcs:KeggProteinPathwayFlecainideActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayFosphenytoinAntiarrhythmicActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayIbutilideActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayIsoprenalineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayIsradipineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayLabetalolActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayLevobunololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayLidocaineAntiarrhythmicActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayMetipranololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayMetoprololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayMexiletineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayMuscleHeartContraction,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayNadololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayNebivololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayNifedipineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayNimodipineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayNisoldipineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayNitrendipineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayOxprenololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayPenbutololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayPhenytoinAntiarrhythmicActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayPindololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayPractololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayProcainamideAntiarrhythmicActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayPropranololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayQuinidineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwaySotalolActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayTimololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayTocainideActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayVerapamilActionPathway,bio/KCND3_HUMAN
HMDBP10845,,bio/KCNQ5_HUMAN
HMDBP10846,,bio/KCNA4_HUMAN
HMDBP10847,,bio/KCNA3_HUMAN
HMDBP10848,,bio/KCNC3_HUMAN
HMDBP10849,,bio/KCNQ4_HUMAN
HMDBP10850,,bio/KCNC4_HUMAN
HMDBP10851,dcs:KeggProteinPathwayAcebutololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayAlprenololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayAmiodaroneActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayAmlodipineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayArbutamineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayAtenololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayBetaxololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayBevantololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayBisoprololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayBopindololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayBupranololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayCarteololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayCarvedilolActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayDiltiazemActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayDisopyramideActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayDobutamineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayEpinephrineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayEsmololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayFelodipineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayFlecainideActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayFosphenytoinAntiarrhythmicActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayIbutilideActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayIsoprenalineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayIsradipineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayLabetalolActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayLevobunololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayLidocaineAntiarrhythmicActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayMetipranololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayMetoprololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayMexiletineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayMuscleHeartContraction,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayNadololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayNebivololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayNifedipineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayNimodipineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayNisoldipineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayNitrendipineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayOxprenololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayPenbutololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayPhenytoinAntiarrhythmicActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayPindololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayPractololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayProcainamideAntiarrhythmicActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayPropranololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayQuinidineActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwaySotalolActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayTimololActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayTocainideActionPathway,bio/KCNK1_HUMAN
HMDBP10851,dcs:KeggProteinPathwayVerapamilActionPathway,bio/KCNK1_HUMAN
HMDBP10852,,bio/FOLR2_HUMAN
HMDBP10853,,bio/MFTC_HUMAN
HMDBP10854,,bio/CB083_HUMAN
HMDBP10855,,bio/JUNO_HUMAN
HMDBP10856,,bio/ACHA2_HUMAN
HMDBP10857,,bio/5HT3B_HUMAN
HMDBP10858,,bio/5HT1E_HUMAN
HMDBP10859,,bio/5HT5A_HUMAN
HMDBP10860,,bio/GRM8_HUMAN
HMDBP10861,,bio/GRM4_HUMAN
HMDBP10862,,bio/GRM7_HUMAN
HMDBP10863,,bio/ADAT1_HUMAN
HMDBP10864,,bio/TRPA1_HUMAN
HMDBP10865,,bio/NCOR2_HUMAN
HMDBP10866,,bio/CHIA_HUMAN
HMDBP10868,,bio/CHIA_HUMAN
HMDBP10870,,bio/UT1_HUMAN
HMDBP10871,,bio/UT1_HUMAN
HMDBP10872,,bio/MTR1A_HUMAN
HMDBP10873,,bio/MTR1B_HUMAN
HMDBP10881,,bio/S36A2_HUMAN
HMDBP10882,,bio/AGTR2_HUMAN
HMDBP10883,,bio/ATRAP_HUMAN
HMDBP10884,,bio/SELT_HUMAN
HMDBP10885,,bio/MT1E_HUMAN
HMDBP10886,,bio/MT1F_HUMAN
HMDBP10887,,bio/MT1G_HUMAN
HMDBP10888,,bio/MT1H_HUMAN
HMDBP10889,,bio/MT1X_HUMAN
HMDBP10890,,bio/MT1L_HUMAN
HMDBP10891,,bio/MT1M_HUMAN
HMDBP10892,,bio/MT1A_HUMAN
HMDBP10893,,bio/MT1B_HUMAN
HMDBP10894,,bio/HMMR_HUMAN
HMDBP10895,,bio/STAB2_HUMAN
HMDBP10896,,bio/IMPG2_HUMAN
HMDBP10897,,bio/LYVE1_HUMAN
HMDBP10898,,bio/HPLN1_HUMAN
HMDBP10899,,bio/HPLN2_HUMAN
HMDBP10900,,bio/HPLN3_HUMAN
HMDBP10901,,bio/HPLN4_HUMAN
HMDBP10902,,bio/STAB1_HUMAN
HMDBP10903,,bio/LAYN_HUMAN
HMDBP10904,,bio/SUSD5_HUMAN
HMDBP10905,,bio/ZN224_HUMAN
HMDBP10906,,bio/OZF_HUMAN
HMDBP10907,,bio/ZBT16_HUMAN
HMDBP10908,,bio/ZBT17_HUMAN
HMDBP10909,,bio/ZHX1_HUMAN
HMDBP10910,,bio/ZKSC1_HUMAN
HMDBP10911,,bio/ZRAB2_HUMAN
HMDBP10912,,bio/ZFY_HUMAN
HMDBP10913,,bio/LN28A_HUMAN
HMDBP10914,,bio/PLAG1_HUMAN
HMDBP10915,,bio/ZF64B_HUMAN
HMDBP10916,,bio/ZN346_HUMAN
HMDBP10917,,bio/ZEB1_HUMAN
HMDBP10918,,bio/RREB1_HUMAN
HMDBP10919,,bio/ZNF43_HUMAN
HMDBP10920,,bio/TRPS1_HUMAN
HMDBP10921,,bio/ZN75D_HUMAN
HMDBP10922,,bio/ZNT5_HUMAN
HMDBP10923,,bio/ZIC3_HUMAN
HMDBP10924,,bio/ZN33B_HUMAN
HMDBP10925,,bio/CHAP1_HUMAN
HMDBP10926,,bio/ZF64B_HUMAN
HMDBP10927,,bio/HVCN1_HUMAN
HMDBP10928,,bio/Q6TZ08_HUMAN
HMDBP10929,,bio/S22AF_HUMAN
HMDBP10930,,bio/ZN219_HUMAN
HMDBP10931,,bio/DDB2_HUMAN
HMDBP10932,,bio/DDB1_HUMAN
HMDBP10933,,bio/PUF60_HUMAN
HMDBP10934,dcs:KeggProteinPathwayGlycerolipidMetabolism,bio/LIPR3_HUMAN
HMDBP10935,,bio/MRCKB_HUMAN
HMDBP10936,,bio/KSR2_HUMAN
HMDBP10937,,bio/TNS2_HUMAN
HMDBP10938,,bio/Q59FI5_HUMAN
HMDBP10939,,bio/KSR1_HUMAN
HMDBP10940,,bio/Q59EZ0_HUMAN
HMDBP10941,,bio/MRCKA_HUMAN
HMDBP10942,,bio/FAN_HUMAN
HMDBP10943,dcs:KeggProteinPathwayEtherLipidMetabolism,bio/ENPP6_HUMAN
HMDBP10944,,bio/NCEH1_HUMAN
HMDBP10945,,bio/CAVN3_HUMAN
HMDBP10946,,bio/DDHD2_HUMAN
HMDBP10947,,bio/KPCA_HUMAN
HMDBP10948,,bio/STAC3_HUMAN
HMDBP10949,,bio/GMIP_HUMAN
HMDBP10950,,bio/DEFI8_HUMAN
HMDBP10951,,bio/RHG29_HUMAN
HMDBP10952,,bio/PKHM3_HUMAN
HMDBP10953,,bio/HMHA1_HUMAN
HMDBP10954,,bio/VAV2_HUMAN
HMDBP10955,,bio/UN13B_HUMAN
HMDBP10956,,bio/ARG28_HUMAN
HMDBP10957,,bio/PKHM1_HUMAN
HMDBP10958,,bio/STAC2_HUMAN
HMDBP10959,,bio/CHIO_HUMAN
HMDBP10960,,bio/SNTG1_HUMAN
HMDBP10961,,bio/CHIN_HUMAN
HMDBP10963,,bio/UN13B_HUMAN
HMDBP10964,,bio/MYO9A_HUMAN
HMDBP10965,,bio/RASF5_HUMAN
HMDBP10966,,bio/UN13B_HUMAN
HMDBP10967,,bio/Q2TSD3_HUMAN
HMDBP10968,,bio/PDZD8_HUMAN
HMDBP10969,,bio/VAV_HUMAN
HMDBP10970,,bio/PKHMP_HUMAN
HMDBP10971,,bio/STAC_HUMAN
HMDBP10972,,bio/RGAP1_HUMAN
HMDBP10973,,bio/GRP3_HUMAN
HMDBP10974,,bio/OSBL2_HUMAN
HMDBP10975,,bio/OSBL1_HUMAN
HMDBP10976,,bio/ACAP2_HUMAN
HMDBP10978,dcs:KeggProteinPathwaySphingolipidMetabolism,bio/CERS5_HUMAN
HMDBP10979,,bio/ABCA7_HUMAN
HMDBP10980,,bio/LPAR1_HUMAN
HMDBP10981,,bio/GPR45_HUMAN
HMDBP10982,,bio/LPAR1_HUMAN
HMDBP10983,,bio/SAMD8_HUMAN
HMDBP10984,,bio/PLIN4_HUMAN
HMDBP10985,,bio/APOC2_HUMAN
HMDBP10986,,bio/APOA5_HUMAN
HMDBP10987,,bio/UTER_HUMAN
HMDBP10988,,bio/ANXA9_HUMAN
HMDBP10989,,bio/JMJD6_HUMAN
HMDBP10990,,bio/SERC5_HUMAN
HMDBP10991,,bio/ADSV_HUMAN
HMDBP10992,,bio/SERC4_HUMAN
HMDBP10993,,bio/JMJD6_HUMAN
HMDBP10994,,bio/Q53GC8_HUMAN
HMDBP10995,,bio/Q53HG3_HUMAN
HMDBP10996,,bio/TRMO_HUMAN
HMDBP10997,,bio/Q59E94_HUMAN
HMDBP10998,,bio/ACOT9_HUMAN
HMDBP10999,,bio/ACSF3_HUMAN
HMDBP11000,dcs:KeggProteinPathwayBiosynthesisOfUnsaturatedFattyAcids,bio/ACOT1_HUMAN
HMDBP11000,dcs:KeggProteinPathwayFattyAcidElongation,bio/ACOT1_HUMAN
HMDBP11001,,bio/BACHL_HUMAN
HMDBP11002,,bio/ACSF2_HUMAN
HMDBP11003,,bio/ACO11_HUMAN
HMDBP11004,dcs:KeggProteinPathwayAdipocytokineSignalingPathway,bio/ACBG2_HUMAN
HMDBP11004,dcs:KeggProteinPathwayFattyAcidMetabolism,bio/ACBG2_HUMAN
HMDBP11004,dcs:KeggProteinPathwayPparSignalingPathway,bio/ACBG2_HUMAN
HMDBP11005,dcs:KeggProteinPathwayAdipocytokineSignalingPathway,bio/ACBG1_HUMAN
HMDBP11005,dcs:KeggProteinPathwayFattyAcidMetabolism,bio/ACBG1_HUMAN
HMDBP11005,dcs:KeggProteinPathwayPparSignalingPathway,bio/ACBG1_HUMAN
HMDBP11006,,bio/PXYP1_HUMAN
HMDBP11007,,bio/VAT1L_HUMAN
HMDBP11008,,bio/QORX_HUMAN
HMDBP11009,,bio/VAT1_HUMAN
HMDBP11010,,bio/CPT1B_HUMAN
HMDBP11011,,bio/EST3_HUMAN
HMDBP11012,,bio/GPI8_HUMAN
HMDBP11013,,bio/RCC2_HUMAN
HMDBP11014,,bio/KNDC1_HUMAN
HMDBP11372,,bio/NDKM_HUMAN
HMDBP11373,,bio/GCP60_HUMAN
HMDBP11374,,bio/ACBD4_HUMAN
HMDBP11375,,bio/ACBD5_HUMAN
HMDBP11376,,bio/ACD11_HUMAN
HMDBP11377,,bio/ECHA_HUMAN
HMDBP11378,,bio/ACBD5_HUMAN
HMDBP11379,,bio/BRD1_HUMAN
HMDBP11380,,bio/ECHA_HUMAN
HMDBP11381,,bio/ACBD6_HUMAN
HMDBP11382,,bio/ECI2_HUMAN
HMDBP11383,,bio/ACBD5_HUMAN
HMDBP11384,,bio/ACBD7_HUMAN
HMDBP11385,,bio/FABPI_HUMAN
HMDBP11386,,bio/RT4I1_HUMAN
HMDBP11388,,bio/Q86WD1_HUMAN
HMDBP11389,,bio/PLIN2_HUMAN
HMDBP11390,,bio/PPARG_HUMAN
HMDBP11391,,bio/Q53EW1_HUMAN
HMDBP11392,,bio/CPT1B_HUMAN
HMDBP11393,,bio/PPARG_HUMAN
HMDBP11394,,bio/CPT1B_HUMAN
HMDBP11407,,bio/PMF1_HUMAN
HMDBP11436,dcs:KeggProteinPathwayPentoseAndGlucuronateInterconversions,bio/CRYL1_HUMAN
HMDBP11437,dcs:KeggProteinPathwayBiosynthesisOfUnsaturatedFattyAcids,bio/ELOV2_HUMAN
HMDBP11437,dcs:KeggProteinPathwayFattyAcidElongation,bio/ELOV2_HUMAN
HMDBP11438,dcs:KeggProteinPathwayFattyAcidElongation,bio/ELOV1_HUMAN
HMDBP11439,,bio/GPAA1_HUMAN
HMDBP11440,,bio/PKHA9_HUMAN
HMDBP11441,,bio/GLTD2_HUMAN
HMDBP11442,,bio/PKHA8_HUMAN
HMDBP11443,,bio/CD1A_HUMAN
HMDBP11444,,bio/CPTP_HUMAN
HMDBP11445,,bio/CD1C_HUMAN
HMDBP11446,,bio/LBP_HUMAN
HMDBP11447,,bio/Q9UFH6_HUMAN
HMDBP11448,,bio/CD1B_HUMAN
HMDBP11449,,bio/GLTP_HUMAN
HMDBP11450,,bio/ABI1_HUMAN
HMDBP11451,,bio/SAR1B_HUMAN
HMDBP11452,,bio/RGF1A_HUMAN
HMDBP11453,,bio/GPSM1_HUMAN
HMDBP11454,,bio/GEM_HUMAN
HMDBP11455,,bio/RPGFL_HUMAN
HMDBP11456,,bio/GNL1_HUMAN
HMDBP11457,,bio/ARHG6_HUMAN
HMDBP11458,,bio/GNA14_HUMAN
HMDBP11459,,bio/PSD4_HUMAN
HMDBP11460,,bio/ARHG9_HUMAN
HMDBP11461,,bio/GNAI3_HUMAN
HMDBP11462,,bio/ECT2L_HUMAN
HMDBP11463,,bio/PKHG6_HUMAN
HMDBP11464,,bio/GNAI2_HUMAN
HMDBP11466,,bio/GNAT2_HUMAN
HMDBP11467,,bio/ARH37_HUMAN
HMDBP11468,,bio/PSD3_HUMAN
HMDBP11469,,bio/PSD1_HUMAN
HMDBP11470,,bio/GNAO_HUMAN
HMDBP11471,,bio/RGF1B_HUMAN
HMDBP11472,,bio/ARHGI_HUMAN
HMDBP11473,,bio/AL2CL_HUMAN
HMDBP11474,,bio/SWP70_HUMAN
HMDBP11475,,bio/RGPS2_HUMAN
HMDBP11476,,bio/FARP2_HUMAN
HMDBP11477,,bio/RGL1_HUMAN
HMDBP11478,,bio/GNA13_HUMAN
HMDBP11479,,bio/ARG39_HUMAN
HMDBP11480,,bio/MF2L2_HUMAN
HMDBP11481,dcs:KeggProteinPathwayIntracellularSignallingThroughAdenosineReceptorA2AAndAdenosine,bio/ARHG7_HUMAN
HMDBP11481,dcs:KeggProteinPathwayIntracellularSignallingThroughAdenosineReceptorA2BAndAdenosine,bio/ARHG7_HUMAN
HMDBP11482,,bio/GNA14_HUMAN
HMDBP11483,,bio/GNL1_HUMAN
HMDBP11484,,bio/GNA12_HUMAN
HMDBP11485,,bio/RGPS1_HUMAN
HMDBP11486,,bio/ARHGB_HUMAN
HMDBP11487,dcs:KeggProteinPathwayBafetinibInhibitionOfBcrAbl,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayBcrAblActionInCmlPathogenesis,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayBosutinibInhibitionOfBcrAbl,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayDasatinibInhibitionOfBcrAbl,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayFcEpsilonReceptorISignalingInMastCells,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayImatinibInhibitionOfBcrAbl,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayInsulinSignalling,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayNilotinibInhibitionOfBcrAbl,bio/GRB2_HUMAN
HMDBP11487,dcs:KeggProteinPathwayPonatinibInhibitionOfBcrAbl,bio/GRB2_HUMAN
HMDBP11488,,bio/GBB1_HUMAN
HMDBP11489,,bio/ARGAL_HUMAN
HMDBP11490,,bio/GNAQ_HUMAN
HMDBP11491,,bio/ARH40_HUMAN
HMDBP11492,,bio/PREB_HUMAN
HMDBP11493,,bio/ARHG4_HUMAN
HMDBP11494,,bio/R3GEF_HUMAN
HMDBP11495,,bio/ELMO1_HUMAN
HMDBP11496,,bio/GRAP_HUMAN
HMDBP11497,,bio/GNAZ_HUMAN
HMDBP11498,,bio/ELMO3_HUMAN
HMDBP11499,,bio/ARHGP_HUMAN
HMDBP11500,,bio/DEFI6_HUMAN
HMDBP11501,,bio/CTNL1_HUMAN
HMDBP11503,,bio/IQEC3_HUMAN
HMDBP11504,,bio/ELMO2_HUMAN
HMDBP11505,,bio/ARHGH_HUMAN
HMDBP11506,,bio/RGF1C_HUMAN
HMDBP11507,,bio/ARHGC_HUMAN
HMDBP11508,,bio/NGEF_HUMAN
HMDBP11509,,bio/GNL1_HUMAN
HMDBP11510,,bio/GNAL_HUMAN
HMDBP11511,,bio/GNA15_HUMAN
HMDBP11512,,bio/ARHG3_HUMAN
HMDBP11513,,bio/ARY2_HUMAN
HMDBP11514,,bio/ARY2_HUMAN
HMDBP11515,,bio/ARY2_HUMAN
HMDBP11516,,bio/ARY2_HUMAN
HMDBP11517,,bio/ARY2_HUMAN
HMDBP11518,,bio/ARY2_HUMAN
HMDBP11519,,bio/ARY2_HUMAN
HMDBP11520,,bio/Q1HRY2_HUMAN
HMDBP11521,,bio/Q1HRY6_HUMAN
HMDBP11522,,bio/Q09LL5_HUMAN
HMDBP11523,,bio/ARY1_HUMAN
HMDBP11524,,bio/Q1HRY5_HUMAN
HMDBP11525,,bio/Q1HRY3_HUMAN
HMDBP11526,,bio/Q1HRY4_HUMAN
HMDBP11528,,bio/NAA80_HUMAN
HMDBP11529,,bio/AGAL_HUMAN
HMDBP11530,,bio/GDPD2_HUMAN
HMDBP11531,,bio/LIPT2_HUMAN
HMDBP11532,,bio/RORB_HUMAN
HMDBP11548,,bio/CINP_HUMAN
HMDBP11549,,bio/HIRP3_HUMAN
HMDBP11550,,bio/ACOT6_HUMAN
HMDBP11551,,bio/CPN2_HUMAN
HMDBP11552,,bio/CAH8_HUMAN
HMDBP11553,,bio/UBP11_HUMAN
HMDBP11554,,bio/HABP2_HUMAN
HMDBP11557,,bio/MIB1_HUMAN
HMDBP11558,dcs:KeggProteinPathwayFabryDisease,bio/SGPP2_HUMAN
HMDBP11558,dcs:KeggProteinPathwayGaucherDisease,bio/SGPP2_HUMAN
HMDBP11558,dcs:KeggProteinPathwayGloboidCellLeukodystrophy,bio/SGPP2_HUMAN
HMDBP11558,dcs:KeggProteinPathwayKrabbeDisease,bio/SGPP2_HUMAN
HMDBP11558,dcs:KeggProteinPathwayMetachromaticLeukodystrophyMld,bio/SGPP2_HUMAN
HMDBP11558,dcs:KeggProteinPathwaySphingolipidMetabolism,bio/SGPP2_HUMAN
HMDBP11559,,bio/UBP38_HUMAN
HMDBP11561,,bio/RN138_HUMAN
HMDBP11562,,bio/CDKL2_HUMAN
HMDBP11563,,bio/RING2_HUMAN
HMDBP11564,dcs:KeggProteinPathwayNGlycanBiosynthesis,bio/ALG13_HUMAN
HMDBP11565,dcs:KeggProteinPathwayPantothenateAndCoaBiosynthesis,bio/ADPPT_HUMAN
HMDBP11566,,bio/SAE1_HUMAN
HMDBP11567,,bio/UBP21_HUMAN
HMDBP11568,,bio/IGLC1_HUMAN
HMDBP11569,dcs:KeggProteinPathwayCircadianRhythm,bio/CLOCK_HUMAN
HMDBP11569,dcs:KeggProteinPathwayDopaminergicSynapse,bio/CLOCK_HUMAN
HMDBP11569,dcs:KeggProteinPathwayHerpesSimplexInfection,bio/CLOCK_HUMAN
HMDBP11570,,bio/UBP37_HUMAN
HMDBP11571,dcs:KeggProteinPathwayProteinProcessingInEndoplasmicReticulum,bio/UB2D4_HUMAN
HMDBP11571,dcs:KeggProteinPathwayProteinUbiquitination,bio/UB2D4_HUMAN
HMDBP11571,dcs:KeggProteinPathwayUbiquitinMediatedProteolysis,bio/UB2D4_HUMAN
HMDBP11572,,bio/LMTK2_HUMAN
HMDBP11573,,bio/PTN23_HUMAN
HMDBP11574,,bio/ESCO1_HUMAN
HMDBP11575,,bio/UBE4A_HUMAN
HMDBP11576,,bio/UBP2_HUMAN
HMDBP11577,,bio/UBP28_HUMAN
HMDBP11578,dcs:KeggProteinPathwayFructoseAndMannoseDegradation,bio/PHP14_HUMAN
HMDBP11578,dcs:KeggProteinPathwayFructoseAndMannoseMetabolism,bio/PHP14_HUMAN
HMDBP11578,dcs:KeggProteinPathwayFructoseIntoleranceHereditary,bio/PHP14_HUMAN
HMDBP11578,dcs:KeggProteinPathwayFructosuria,bio/PHP14_HUMAN
HMDBP11579,,bio/KS6B2_HUMAN
HMDBP11580,,bio/KAT7_HUMAN
HMDBP11581,,bio/R144B_HUMAN
HMDBP11582,,bio/KC1G2_HUMAN
HMDBP11583,,bio/MAPK3_HUMAN
HMDBP11585,,bio/GST2_HUMAN
HMDBP11586,,bio/UBP20_HUMAN
HMDBP11588,dcs:KeggProteinPathwayFattyAcidBiosynthesis,bio/SAST_HUMAN
HMDBP11589,,bio/UBP25_HUMAN
HMDBP11590,,bio/MFGM_HUMAN
HMDBP11591,,bio/ABC3A_HUMAN
HMDBP11592,,bio/ABC3B_HUMAN
HMDBP11593,,bio/ABC3C_HUMAN
HMDBP11594,,bio/ABC3D_HUMAN
HMDBP11595,,bio/ABC3F_HUMAN
HMDBP11596,,bio/ABC3G_HUMAN
HMDBP11597,,bio/ABD12_HUMAN
HMDBP11598,,bio/ABHD5_HUMAN
HMDBP11599,dcs:KeggProteinPathwayRetrogradeEndocannabinoidSignaling,bio/ABHD6_HUMAN
HMDBP11600,,bio/ABHDA_HUMAN
HMDBP11601,,bio/THEM5_HUMAN
HMDBP11602,dcs:KeggProteinPathwayMalonicAciduria,bio/ACSS3_HUMAN
HMDBP11602,dcs:KeggProteinPathwayMalonylCoaDecarboxylaseDeficiency,bio/ACSS3_HUMAN
HMDBP11602,dcs:KeggProteinPathwayMethylmalonicAciduriaDueToCobalaminRelatedDisorders,bio/ACSS3_HUMAN
HMDBP11602,dcs:KeggProteinPathwayMitochondrialBetaOxidationOfShortChainSaturatedFattyAcids,bio/ACSS3_HUMAN
HMDBP11602,dcs:KeggProteinPathwayPropanoateMetabolism,bio/ACSS3_HUMAN
HMDBP11602,dcs:KeggProteinPathwayShortChain3HydroxyacylCoaDehydrogenaseDeficiencySchad,bio/ACSS3_HUMAN
HMDBP11603,dcs:KeggProteinPathwayGlycerophospholipidMetabolism,bio/ADPRM_HUMAN
HMDBP11603,dcs:KeggProteinPathwayPurineMetabolism,bio/ADPRM_HUMAN
HMDBP11604,,bio/HYKK_HUMAN
HMDBP11605,dcs:KeggProteinPathwayIntestinalImmuneNetworkForIgaProduction,bio/AICDA_HUMAN
HMDBP11605,dcs:KeggProteinPathwayPrimaryImmunodeficiency,bio/AICDA_HUMAN
