accession,protein_type,general_function,specific_function,subcellular_location,residue_number,genbank_protein_id,uniprot_id,genbank_gene_id,genecard_id,hgnc_id,protein_dcid,gene19_dcid,gene38_dcid
HMDBP10808,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""This is one of the five types (D1 to D5) of receptors for dopamine. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase""",dcs:CellularCompartmentCellMembrane,446,30399,P21728,X58987,DRD1,3020,bio/DRD1_HUMAN,bio/hg19_DRD1,bio/hg38_DRD1
HMDBP10809,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover""",dcs:CellularCompartmentCellMembrane,460,20302969,P11229,AF498915,CHRM1,1950,bio/ACM1_HUMAN,bio/hg19_CHRM1,bio/hg38_CHRM1
HMDBP10810,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is adenylate cyclase inhibition""",dcs:CellularCompartmentCellMembrane,466,20302971,P08172,AF498916,CHRM2,1951,bio/ACM2_HUMAN,bio/hg19_CHRM2,bio/hg38_CHRM2
HMDBP10811,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is inhibition of adenylate cyclase""",dcs:CellularCompartmentCellMembrane,479,20302975,P08173,AF498918,CHRM4,1953,bio/ACM4_HUMAN,bio/hg19_CHRM4,bio/hg38_CHRM4
HMDBP10812,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover""",dcs:CellularCompartmentCellMembrane,532,2605722,P08912,AF026263,CHRM5,1954,bio/ACM5_HUMAN,bio/hg19_CHRM5,bio/hg38_CHRM5
HMDBP10813,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""This is a receptor for bradykinin. Could be a factor in chronic pain and inflammation""",dcs:CellularCompartmentCellMembrane,353,21929054,P46663,AB065896,BDKRB1,1029,bio/BKRB1_HUMAN,bio/hg19_BDKRB1,bio/hg38_BDKRB1
HMDBP10814,dcs:ProteinTypeUnknown,"""Involved in receptor activity""","""nan""",,18,,Q71U72,AF117819,,,bio/Q71U72_HUMAN,,
HMDBP10815,dcs:ProteinTypeUnknown,"""Involved in receptor activity""","""nan""",,40,1216155,Q13833,X91664,,,bio/Q13833_HUMAN,,
HMDBP10816,dcs:ProteinTypeUnknown,"""Involved in receptor activity""","""nan""",,40,1216153,Q13832,X91663,,,bio/Q13832_HUMAN,,
HMDBP10817,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""nan""",,364,51476404,Q68DM8,CR749338,DKFZp686O088,1030,bio/Q68DM8_HUMAN,bio/hg19_BDKRB2,bio/hg38_BDKRB2
HMDBP10818,dcs:ProteinTypeUnknown,"""Involved in L-cystine transmembrane transporter activity""","""Thought to transport cystine out of lysosomes""",dcs:CellularCompartmentLysosomeMembrane,367,119943110,O60931,NM_004937.2,CTNS,2518,bio/CTNS_HUMAN,bio/hg19_CTNS,bio/hg38_CTNS
HMDBP10819,dcs:ProteinTypeUnknown,"""Involved in beta-tubulin binding""","""May play a role in intracellular transport of GABA(A) receptors and its interaction with the cytoskeleton""",dcs:CellularCompartmentCytoplasm,117,12641851,O95166,AB030711,GABARAP,4067,bio/GBRAP_HUMAN,bio/hg19_GABARAP,bio/hg38_GABARAP
HMDBP10820,dcs:ProteinTypeUnknown,"""Involved in beta-tubulin binding""","""Increases cell-surface expression of kappa-type opioid receptor through facilitating anterograde intracellular trafficking of the receptor""",dcs:CellularCompartmentCytoplasm,117,13375571,Q9H0R8,AF087847,GABARAPL1,4068,bio/GBRL1_HUMAN,bio/hg19_GABARAPL1,bio/hg38_GABARAPL1
HMDBP10821,dcs:ProteinTypeUnknown,"""Involved in RNA binding""","""mRNA-binding protein involved in translation elongation. Has an important function at the level of mRNA turnover, probably acting downstream of decapping. Involved in actin dynamics and cell cycle progression, mRNA decay and probably in a pathway involved in stress response and maintenance of cell wall integrity. Functions as a regulator of apoptosis. Mediates effects of polyamines on neuronal process extension and survival. May play an important role in brain development and function, and in skeletal muscle stem cell differentiation""",dcs:CellularCompartmentNucleus,153,9799080,Q9GZV4,AF262027,EIF5A2,3301,bio/IF5A2_HUMAN,bio/hg19_EIF5A2,bio/hg38_EIF5A2
HMDBP10822,dcs:ProteinTypeUnknown,"""Involved in RNA binding""","""mRNA-binding protein involved in translation elongation. Has an important function at the level of mRNA turnover, probably acting downstream of decapping. Involved in actin dynamics and cell cycle progression, mRNA decay and probably in a pathway involved in stress response and maintenance of cell wall integrity. Functions as a regulator of apoptosis. Mediates effects of polyamines on neuronal process extension and survival. May play an important role in brain development and function, and in skeletal muscle stem cell differentiation""",dcs:CellularCompartmentNucleus,154,153791632,Q6IS14,NM_001099692.1,EIF5AL1,17419,bio/IF5AL_HUMAN,bio/hg19_EIF5AL1,bio/hg38_EIF5AL1
HMDBP10823,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor activity""","""Putative taste receptor. TAS1R1/TAS1R3 responds to the umami taste stimulus (the taste of monosodium glutamate). TAS1R2/TAS1R3 recognizes diverse natural and synthetic sweeteners. TAS1R3 is essential for the recognition and response to the disaccharide trehalose. Sequence differences within and between species can significantly influence the selectivity and specificity of taste responses""",dcs:CellularCompartmentCellMembrane,852,20142349,Q7RTX0,BK000152,TAS1R3,15661,bio/TS1R3_HUMAN,bio/hg19_TAS1R3,bio/hg38_TAS1R3
HMDBP10824,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor activity""","""Putative taste receptor. TAS1R2/TAS1R3 recognizes diverse natural and synthetic sweeteners""",dcs:CellularCompartmentCellMembrane,839,20142333,Q8TE23,AF458154,TAS1R2,14905,bio/TS1R2_HUMAN,bio/hg19_TAS1R2,bio/hg38_TAS1R2
HMDBP10825,dcs:ProteinTypeUnknown,"""Involved in chromatin binding""","""Nuclear receptor coactivator that directly binds nuclear receptors and stimulates the transcriptional activities in a hormone-dependent fashion. Coactivates expression in an agonist- and AF2-dependent manner. Involved in the coactivation of different nuclear receptors, such as for steroids (GR and ERs), retinoids (RARs and RXRs), thyroid hormone (TRs), vitamin D3 (VDR) and prostanoids (PPARs). Probably functions as a general coactivator, rather than just a nuclear receptor coactivator. May also be involved in the coactivation of the NF-kappa-B pathway. May coactivate expression via a remodeling of chromatin and its interaction with histone acetyltransferase proteins""",dcs:CellularCompartmentNucleus,2063,7140574,Q14686,AF128458,NCOA6,15936,bio/NCOA6_HUMAN,bio/hg19_NCOA6,bio/hg38_NCOA6
HMDBP10826,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""This is one of the five types (D1 to D5) of receptors for dopamine. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase""",dcs:CellularCompartmentCellMembrane,477,22658483,P21918,AY136750,DRD5,3026,bio/DRD5_HUMAN,bio/hg19_DRD5,bio/hg38_DRD5
HMDBP10827,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""nan""",,95,1835971,Q99586,S82917,dopamine D4 receptor,3025,bio/Q99586_HUMAN,bio/hg19_DRD4,bio/hg38_DRD4
HMDBP10828,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""nan""",,88,1835973,Q99587,S82918,dopamine D4 receptor,3025,bio/Q99586_HUMAN,bio/hg19_DRD4,bio/hg38_DRD4
HMDBP10829,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""nan""",,418,74315883,Q3S2J4,DQ177277,AVPR1,895,bio/V1AR_HUMAN,bio/hg19_AVPR1A,bio/hg38_AVPR1A
HMDBP10830,dcs:ProteinTypeUnknown,"""Involved in receptor activity""","""nan""",,11,,Q9UH72,AF208541,,,bio/Q9UH72_HUMAN,,
HMDBP10831,dcs:ProteinTypeUnknown,"""Involved in receptor activity""","""nan""",,19,862508,Q16271,S75754,,,bio/Q16271_HUMAN,,
HMDBP10832,dcs:ProteinTypeUnknown,"""Involved in N-acetyltransferase activity""","""nan""",,96,125976405,A2VED4,BR000410,AILE3,10540,bio/A2VED4_HUMAN,,
HMDBP10833,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""Receptor for all-trans- and 11-cis-retinal. Binds preferentially to the former and may catalyze the isomerization of the chromophore by a retinochrome-like mechanism""",dcs:CellularCompartmentMembrane,291,61744454,P47804,NM_001012720.1,RGR,9990,bio/RGR_HUMAN,bio/hg19_RGR,bio/hg38_RGR
HMDBP10834,dcs:ProteinTypeUnknown,"""Involved in ammonium transmembrane transporter activity""","""Functions as an electroneutral and bidirectional ammonium transporter. May regulate transepithelial ammonia secretion.""",dcs:CellularCompartmentMultiPassMembraneProtein,479,6625732,Q9UBD6,AF193809,RHCG,18140,bio/RHCG_HUMAN,bio/hg19_RHCG,bio/hg38_RHCG
HMDBP10835,dcs:ProteinTypeUnknown,"""Involved in ammonium transmembrane transporter activity""","""Functions as a specific ammonium transporter.""",dcs:CellularCompartmentMultiPassMembraneProtein,441,55957802,Q9H310,AL139130,RHBG,14572,bio/RHBG_HUMAN,bio/hg19_RHBG,bio/hg38_RHBG
HMDBP10836,dcs:ProteinTypeUnknown,"""Involved in 2 iron, 2 sulfur cluster binding""","""Plays a key role in regulating maximal capacity for electron transport and oxidative phosphorylation. May be involved in Fe-S cluster shuttling and/or in redox reactions""",dcs:CellularCompartmentMitochondrionOuterMembrane,108,7689005,Q9NZ45,AF220049,CISD1,30880,bio/CISD1_HUMAN,bio/hg19_CISD1,bio/hg38_CISD1
HMDBP10837,dcs:ProteinTypeUnknown,"""Signal transduction mechanisms""","""Isoform GARP2 is a high affinity rod photoreceptor phosphodiesterase (PDE6)-binding protein that modulates its catalytic properties:it is a regulator of spontaneous activation of rod PDE6, thereby serving to lower rod photoreceptor 'dark noise' and allowing these sensory cells to operate at the single photon detection limit""",dcs:CellularCompartmentMembrane,1251,114205399,Q14028,NM_001297.4,CNGB1,2151,bio/CNGB1_HUMAN,bio/hg19_CNGB1,bio/hg38_CNGB1
HMDBP10838,dcs:ProteinTypeUnknown,"""Involved in voltage-gated potassium channel activity""","""Ancillary protein that assembles as a beta subunit with a voltage-gated potassium channel complex of pore-forming alpha subunits. Modulates the gating kinetics and enhances stability of the channel complex. Assembled with KCNQ1/KVLQT1 is proposed to form the slowly activating delayed rectifier cardiac potassium (IKs) channel. The outward current reaches its steady state only after 50 seconds. Assembled with KCNH2/HERG may modulate the rapidly activating component of the delayed rectifying potassium current in heart (IKr)""",dcs:CellularCompartmentMembrane,129,4583499,P15382,AF135188,KCNE1,6240,bio/KCNE1_HUMAN,bio/hg19_KCNE1,bio/hg38_KCNE1
HMDBP10839,dcs:ProteinTypeUnknown,"""Involved in potassium channel activity""","""Probably important in the regulation of neuronal excitability. Associates with KCNQ3 to form a potassium channel with essentially identical properties to the channel underlying the native M-current, a slowly activating and deactivating potassium conductance which plays a critical role in determining the subthreshold electrical excitability of neurons as well as the responsiveness to synaptic inputs. KCNQ2/KCNQ3 current is blocked by linopirdine and XE991, and activated by the anticonvulsant retigabine. Muscarinic agonist oxotremorine-M strongly suppress KCNQ2/KCNQ3 current in cells in which cloned KCNQ2/KCNQ3 channels were coexpressed with M1 muscarinic receptors""",dcs:CellularCompartmentMembrane,872,2801452,O43526,AF033348,KCNQ2,6296,bio/KCNQ2_HUMAN,bio/hg19_KCNQ2,bio/hg38_KCNQ2
HMDBP10840,dcs:ProteinTypeUnknown,"""Involved in protein binding""","""Mediates the voltage-dependent potassium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a potassium-selective channel through which potassium ions may pass in accordance with their electrochemical gradient""",dcs:CellularCompartmentMembrane,495,119395748,Q09470,NM_000217.2,KCNA1,6218,bio/KCNA1_HUMAN,bio/hg19_KCNA1,bio/hg38_KCNA1
HMDBP10841,dcs:ProteinTypeUnknown,"""Involved in potassium channel activity""","""Probably important in the regulation of neuronal excitability. Associates with KCNQ2 or KCNQ5 to form a potassium channel with essentially identical properties to the channel underlying the native M-current, a slowly activating and deactivating potassium conductance which plays a critical role in determining the subthreshold electrical excitability of neurons as well as the responsiveness to synaptic inputs""",dcs:CellularCompartmentMembrane,872,4758630,O43525,NM_004519.2,KCNQ3,6297,bio/KCNQ3_HUMAN,bio/hg19_KCNQ3,bio/hg38_KCNQ3
HMDBP10842,dcs:ProteinTypeUnknown,"""Involved in voltage-gated potassium channel activity""","""Ancillary protein that assembles as a beta subunit with a voltage-gated potassium channel complex of pore-forming alpha subunits. Modulates the gating kinetics and enhances stability of the channel complex. Associated with KCNH2/HERG is proposed to form the rapidly activating component of the delayed rectifying potassium current in heart (IKr). May associate with KCNQ2 and/or KCNQ3 and modulate the native M-type current. May associate with KCNQ1/KVLTQ1 and elicit a voltage-independent current. May associate with HCN1 and HCN2 and increase potassium current""",dcs:CellularCompartmentMembrane,123,4704423,Q9Y6J6,AF071002,KCNE2,6242,bio/KCNE2_HUMAN,bio/hg19_KCNE2,bio/hg38_KCNE2
HMDBP10843,dcs:ProteinTypeUnknown,"""Involved in protein binding""","""Pore-forming (alpha) subunit of voltage-gated rapidly inactivating A-type potassium channels. May contribute to I(To) current in heart and I(Sa) current in neurons. Channel properties are modulated by interactions with other alpha subunits and with regulatory subunits""",dcs:CellularCompartmentCellMembrane,630,4530478,Q9NZV8,AF121104,KCND2,6238,bio/KCND2_HUMAN,bio/hg19_KCND2,bio/hg38_KCND2
HMDBP10844,dcs:ProteinTypeUnknown,"""Involved in protein binding""","""Pore-forming (alpha) subunit of voltage-gated rapidly inactivating A-type potassium channels. May contribute to I(To) current in heart and I(Sa) current in neurons. Channel properties are modulated by interactions with other alpha subunits and with regulatory subunits""",dcs:CellularCompartmentCellMembrane,655,27436984,Q9UK17,NM_004980.3,KCND3,6239,bio/KCND3_HUMAN,bio/hg19_KCND3,bio/hg38_KCND3
HMDBP10845,dcs:ProteinTypeUnknown,"""Involved in ion channel activity""","""Probably important in the regulation of neuronal excitability. Associates with KCNQ3 to form a potassium channel which contributes to M-type current, a slowly activating and deactivating potassium conductance which plays a critical role in determining the subthreshold electrical excitability of neurons. May contribute, with other potassium channels, to the molecular diversity of an heterogeneous population of M-channels, varying in kinetic and pharmacological properties, which underlie this physiologically important current. Insensitive to tetraethylammonium, but inhibited by barium, linopirdine and XE991. Activated by niflumic acid and the anticonvulsant retigabine. Muscarine suppresses KCNQ5 current in Xenopus oocytes in which cloned KCNQ5 channels were coexpressed with M(1) muscarinic receptors""",dcs:CellularCompartmentMembrane,932,9651967,Q9NR82,AF249278,KCNQ5,6299,bio/KCNQ5_HUMAN,bio/hg19_KCNQ5,bio/hg38_KCNQ5
